id,title,prompt_html,options_json,answer_id,answer_detail_html
"q129","What's the output?","<pre><span>const</span> <span>randomValue</span> <span>=</span> <span>21</span><span>;</span>

<span>function</span> <span class=""pl-en"">getInfo</span><span>(</span><span>)</span> <span>{</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>typeof</span> <span>randomValue</span><span>)</span><span>;</span>
  <span>const</span> <span>randomValue</span> <span>=</span> <span class=""pl-s"">'Lydia Hallie'</span><span>;</span>
<span>}</span>

<span class=""pl-en"">getInfo</span><span>(</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""number\""`""},{""id"":""B"",""content"":""`\""string\""`""},{""id"":""C"",""content"":""`undefined`""},{""id"":""D"",""content"":""`ReferenceError`""}]","D","<p>Variables declared with the `const` keyword are not referencable before their initialization: this is called the <em>temporal dead zone</em>. In the `getInfo` function, the variable `randomValue` is scoped in the functional scope of `getInfo`. On the line where we want to log the value of `typeof randomValue`, the variable `randomValue` isn't initialized yet: a `ReferenceError` gets thrown! The engine didn't go down the scope chain since we declared the variable `randomValue` in the `getInfo` function.</p>
<p></p>"
"q130","What's the output?","<pre><span>const</span> <span>myPromise</span> <span>=</span> <span class=""pl-v"">Promise</span><span>.</span><span class=""pl-en"">resolve</span><span>(</span><span class=""pl-s"">'Woah some cool data'</span><span>)</span><span>;</span>

<span>(</span><span>async</span> <span>(</span><span>)</span> <span>=></span> <span>{</span>
  <span>try</span> <span>{</span>
    <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>await</span> <span>myPromise</span><span>)</span><span>;</span>
  <span>}</span> <span>catch</span> <span>{</span>
    <span>throw</span> <span>new</span> <span class=""pl-v"">Error</span><span>(</span><span class=""pl-s"">`Oops didn't work`</span><span>)</span><span>;</span>
  <span>}</span> <span>finally</span> <span>{</span>
    <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Oh finally!'</span><span>)</span><span>;</span>
  <span>}</span>
<span>}</span><span>)</span><span>(</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`Woah some cool data`""},{""id"":""B"",""content"":""`Oh finally!`""},{""id"":""C"",""content"":""`Woah some cool data` `Oh finally!`""},{""id"":""D"",""content"":""`Oops didn't work` `Oh finally!`""}]","C","<p>In the `try` block, we're logging the awaited value of the `myPromise` variable: `""Woah some cool data""`. Since no errors were thrown in the `try` block, the code in the `catch` block doesn't run. The code in the `finally` block <em>always</em> runs, `""Oh finally!""` gets logged.</p>
<p></p>"
"q131","What's the output?","<pre><span>const</span> <span>emojis</span> <span>=</span> <span>[</span><span class=""pl-s"">'🥑'</span><span>,</span> <span>[</span><span class=""pl-s"">'✨'</span><span>,</span> <span class=""pl-s"">'✨'</span><span>,</span> <span>[</span><span class=""pl-s"">'🍕'</span><span>,</span> <span class=""pl-s"">'🍕'</span><span>]</span><span>]</span><span>]</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>emojis</span><span>.</span><span class=""pl-en"">flat</span><span>(</span><span>1</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`['🥑', ['✨', '✨', ['🍕', '🍕']]]`""},{""id"":""B"",""content"":""`['🥑', '✨', '✨', ['🍕', '🍕']]`""},{""id"":""C"",""content"":""`['🥑', ['✨', '✨', '🍕', '🍕']]`""},{""id"":""D"",""content"":""`['🥑', '✨', '✨', '🍕', '🍕']`""}]","B","<p>With the `flat` method, we can create a new, flattened array. The depth of the flattened array depends on the value that we pass. In this case, we passed the value `1` (which we didn't have to, that's the default value), meaning that only the arrays on the first depth will be concatenated. `['🥑']` and `['✨', '✨', ['🍕', '🍕']]` in this case. Concatenating these two arrays results in `['🥑', '✨', '✨', ['🍕', '🍕']]`.</p>
<p></p>"
"q132","What's the output?","<pre><span>class</span> <span class=""pl-v"">Counter</span> <span>{</span>
  <span class=""pl-en"">constructor</span><span>(</span><span>)</span> <span>{</span>
    <span>this</span><span>.</span><span>count</span> <span>=</span> <span>0</span><span>;</span>
  <span>}</span>

  <span class=""pl-en"">increment</span><span>(</span><span>)</span> <span>{</span>
    <span>this</span><span>.</span><span>count</span><span>++</span><span>;</span>
  <span>}</span>
<span>}</span>

<span>const</span> <span>counterOne</span> <span>=</span> <span>new</span> <span class=""pl-v"">Counter</span><span>(</span><span>)</span><span>;</span>
<span>counterOne</span><span>.</span><span class=""pl-en"">increment</span><span>(</span><span>)</span><span>;</span>
<span>counterOne</span><span>.</span><span class=""pl-en"">increment</span><span>(</span><span>)</span><span>;</span>

<span>const</span> <span>counterTwo</span> <span>=</span> <span>counterOne</span><span>;</span>
<span>counterTwo</span><span>.</span><span class=""pl-en"">increment</span><span>(</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>counterOne</span><span>.</span><span>count</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`0`""},{""id"":""B"",""content"":""`1`""},{""id"":""C"",""content"":""`2`""},{""id"":""D"",""content"":""`3`""}]","D","<p>`counterOne` is an instance of the `Counter` class. The counter class contains a `count` property on its constructor, and an `increment` method. First, we invoked the `increment` method twice by calling `counterOne.increment()`. Currently, `counterOne.count` is `2`.</p>
<a target=""_blank"" rel=""noopener noreferrer"" href=""https://camo.githubusercontent.com/bb0df4f067052cc515e912757fa720e94458641409f133b1cbfa110d5dfa67fb/68747470733a2f2f692e696d6775722e636f6d2f4b784c6c546d392e706e67""><img src=""https://camo.githubusercontent.com/bb0df4f067052cc515e912757fa720e94458641409f133b1cbfa110d5dfa67fb/68747470733a2f2f692e696d6775722e636f6d2f4b784c6c546d392e706e67"" width=""400"" data-canonical-src=""https://i.imgur.com/KxLlTm9.png"" style=""max-width: 100%;""></a>
<p>Then, we create a new variable `counterTwo`, and set it equal to `counterOne`. Since objects interact by reference, we're just creating a new reference to the same spot in memory that `counterOne` points to. Since it has the same spot in memory, any changes made to the object that `counterTwo` has a reference to, also apply to `counterOne`. Currently, `counterTwo.count` is `2`.</p>
<p>We invoke `counterTwo.increment()`, which sets `count` to `3`. Then, we log the count on `counterOne`, which logs `3`.</p>
<a target=""_blank"" rel=""noopener noreferrer"" href=""https://camo.githubusercontent.com/140586308ac5cea9bea9502ccc63d984f082f21631e12ff3f8b6b36da560b100/68747470733a2f2f692e696d6775722e636f6d2f424e4248586d632e706e67""><img src=""https://camo.githubusercontent.com/140586308ac5cea9bea9502ccc63d984f082f21631e12ff3f8b6b36da560b100/68747470733a2f2f692e696d6775722e636f6d2f424e4248586d632e706e67"" width=""400"" data-canonical-src=""https://i.imgur.com/BNBHXmc.png"" style=""max-width: 100%;""></a>
<p></p>"
"q133","What's the output?","<pre><span>const</span> <span>myPromise</span> <span>=</span> <span class=""pl-v"">Promise</span><span>.</span><span class=""pl-en"">resolve</span><span>(</span><span class=""pl-v"">Promise</span><span>.</span><span class=""pl-en"">resolve</span><span>(</span><span class=""pl-s"">'Promise'</span><span>)</span><span>)</span><span>;</span>

<span>function</span> <span class=""pl-en"">funcOne</span><span>(</span><span>)</span> <span>{</span>
  <span class=""pl-en"">setTimeout</span><span>(</span><span>(</span><span>)</span> <span>=></span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Timeout 1!'</span><span>)</span><span>,</span> <span>0</span><span>)</span><span>;</span>
  <span>myPromise</span><span>.</span><span class=""pl-en"">then</span><span>(</span><span>res</span> <span>=></span> <span>res</span><span>)</span><span>.</span><span class=""pl-en"">then</span><span>(</span><span>res</span> <span>=></span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">`<span><span>${</span><span>res</span><span>}</span></span> 1!`</span><span>)</span><span>)</span><span>;</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Last line 1!'</span><span>)</span><span>;</span>
<span>}</span>

<span>async</span> <span>function</span> <span class=""pl-en"">funcTwo</span><span>(</span><span>)</span> <span>{</span>
  <span>const</span> <span>res</span> <span>=</span> <span>await</span> <span>myPromise</span><span>;</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">`<span><span>${</span><span>res</span><span>}</span></span> 2!`</span><span>)</span>
  <span class=""pl-en"">setTimeout</span><span>(</span><span>(</span><span>)</span> <span>=></span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Timeout 2!'</span><span>)</span><span>,</span> <span>0</span><span>)</span><span>;</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Last line 2!'</span><span>)</span><span>;</span>
<span>}</span>

<span class=""pl-en"">funcOne</span><span>(</span><span>)</span><span>;</span>
<span class=""pl-en"">funcTwo</span><span>(</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`Promise 1! Last line 1! Promise 2! Last line 2! Timeout 1! Timeout 2!`""},{""id"":""B"",""content"":""`Last line 1! Timeout 1! Promise 1! Last line 2! Promise2! Timeout 2! `""},{""id"":""C"",""content"":""`Last line 1! Promise 2! Last line 2! Promise 1! Timeout 1! Timeout 2!`""},{""id"":""D"",""content"":""`Timeout 1! Promise 1! Last line 1! Promise 2! Timeout 2! Last line 2!`""}]","C","<p>First, we invoke `funcOne`. On the first line of `funcOne`, we call the <em>asynchronous</em> `setTimeout` function, from which the callback is sent to the Web API. (see my article on the event loop <a href=""https://dev.to/lydiahallie/javascript-visualized-event-loop-3dif"" rel=""nofollow"">here</a>.)</p>
<p>Then we call the `myPromise` promise, which is an <em>asynchronous</em> operation.</p>
<p>Both the promise and the timeout are asynchronous operations, the function keeps on running while it's busy completing the promise and handling the `setTimeout` callback. This means that `Last line 1!` gets logged first, since this is not an asynchonous operation.</p>
<p>Since the callstack is not empty yet, the `setTimeout` function and promise in `funcOne` cannot get added to the callstack yet.</p>
<p>In `funcTwo`, the variable `res` gets `Promise` because `Promise.resolve(Promise.resolve('Promise'))` is equivalent to `Promise.resolve('Promise')` since resolving a promise just resolves it's value. The `await` in this line stops the execution of the function until it receives the resolution of the promise and then keeps on running synchronously until completion, so `Promise 2!` and then `Last line 2!` are logged and the `setTimeout` is sent to the Web API.</p>
<p>Then the call stack is empty. Promises are <em>microtasks</em> so they are resolved first when the call stack is empty so `Promise 1!` gets to be logged.</p>
<p>Now, since `funcTwo` popped off the call stack, the call stack is empty. The callbacks waiting in the queue (`() => console.log(""Timeout 1!"")` from `funcOne`, and `() => console.log(""Timeout 2!"")` from `funcTwo`) get added to the call stack one by one. The first callback logs `Timeout 1!`, and gets popped off the stack. Then, the second callback logs `Timeout 2!`, and gets popped off the stack.</p>
<p></p>"
"q134","How can we invoke sum in sum.js from index.js?","<pre><span class=""pl-c"">// sum.js</span>
<span>export</span> <span>default</span> <span>function</span> <span class=""pl-en"">sum</span><span>(</span><span>x</span><span>)</span> <span>{</span>
  <span>return</span> <span>x</span> <span>+</span> <span>x</span><span>;</span>
<span>}</span>

<span class=""pl-c"">// index.js</span>
<span>import</span> <span>*</span> <span>as</span> <span>sum</span> <span>from</span> <span class=""pl-s"">'./sum'</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`sum(4)`""},{""id"":""B"",""content"":""`sum.sum(4)`""},{""id"":""C"",""content"":""`sum.default(4)`""},{""id"":""D"",""content"":""Default aren't imported with `*`, only named exports""}]","C","<p>With the asterisk `*`, we import all exported values from that file, both default and named. If we had the following file:</p>
<div class=""highlight highlight-source-js position-relative overflow-auto""><pre><span class=""pl-c"">// info.js</span>
<span>export</span> <span>const</span> <span>name</span> <span>=</span> <span class=""pl-s"">'Lydia'</span><span>;</span>
<span>export</span> <span>const</span> <span>age</span> <span>=</span> <span>21</span><span>;</span>
<span>export</span> <span>default</span> <span class=""pl-s"">'I love JavaScript'</span><span>;</span>

<span class=""pl-c"">// index.js</span>
<span>import</span> <span>*</span> <span>as</span> <span>info</span> <span>from</span> <span class=""pl-s"">'./info'</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>info</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div></div>
<p>We can invoke this function, by calling `sum.default`</p>
<p></p>"
"q135","What's the output?","<pre><span>const</span> <span>handler</span> <span>=</span> <span>{</span>
  <span class=""pl-en"">set</span>: <span>(</span><span>)</span> <span>=></span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Added a new property!'</span><span>)</span><span>,</span>
  <span class=""pl-en"">get</span>: <span>(</span><span>)</span> <span>=></span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Accessed a property!'</span><span>)</span><span>,</span>
<span>}</span><span>;</span>

<span>const</span> <span>person</span> <span>=</span> <span>new</span> <span class=""pl-v"">Proxy</span><span>(</span><span>{</span><span>}</span><span>,</span> <span>handler</span><span>)</span><span>;</span>

<span>person</span><span>.</span><span>name</span> <span>=</span> <span class=""pl-s"">'Lydia'</span><span>;</span>
<span>person</span><span>.</span><span>name</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`Added a new property!`""},{""id"":""B"",""content"":""`Accessed a property!`""},{""id"":""C"",""content"":""`Added a new property!` `Accessed a property!`""},{""id"":""D"",""content"":""Nothing gets logged""}]","C","<p>With a Proxy object, we can add custom behavior to an object that we pass to it as the second argument. In this case, we pass the `handler` object which contained two properties: `set` and `get`. `set` gets invoked whenever we <em>set</em> property values, `get` gets invoked whenever we <em>get</em> (access) property values.</p>
<p>The first argument is an empty object `{}`, which is the value of `person`. To this object, the custom behavior specified in the `handler` object gets added. If we add a property to the `person` object, `set` will get invoked. If we access a property on the `person` object, `get` gets invoked.</p>
<p>First, we added a new property `name` to the proxy object (`person.name = ""Lydia""`). `set` gets invoked, and logs `""Added a new property!""`.</p>
<p>Then, we access a property value on the proxy object, the `get` property on the handler object got invoked. `""Accessed a property!""` gets logged.</p>
<p></p>"
"q136","Which of the following will modify the person object?","<pre><span>const</span> <span>person</span> <span>=</span> <span>{</span> <span>name</span>: <span class=""pl-s"">'Lydia Hallie'</span> <span>}</span><span>;</span>

<span class=""pl-v"">Object</span><span>.</span><span class=""pl-en"">seal</span><span>(</span><span>person</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`person.name = \""Evan Bacon\""`""},{""id"":""B"",""content"":""`person.age = 21`""},{""id"":""C"",""content"":""`delete person.name`""},{""id"":""D"",""content"":""`Object.assign(person, { age: 21 })`""}]","A","<p>With `Object.seal` we can prevent new properies from being <em>added</em>, or existing properties to be <em>removed</em>.</p>
<p>However, you can still modify the value of existing properties.</p>
<p></p>"
"q137","Which of the following will modify the person object?","<pre><span>const</span> <span>person</span> <span>=</span> <span>{</span>
  <span>name</span>: <span class=""pl-s"">'Lydia Hallie'</span><span>,</span>
  <span>address</span>: <span>{</span>
    <span>street</span>: <span class=""pl-s"">'100 Main St'</span><span>,</span>
  <span>}</span><span>,</span>
<span>}</span><span>;</span>

<span class=""pl-v"">Object</span><span>.</span><span class=""pl-en"">freeze</span><span>(</span><span>person</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`person.name = \""Evan Bacon\""`""},{""id"":""B"",""content"":""`delete person.address`""},{""id"":""C"",""content"":""`person.address.street = \""101 Main St\""`""},{""id"":""D"",""content"":""`person.pet = { name: \""Mara\"" }`""}]","C","<p>The `Object.freeze` method <em>freezes</em> an object. No properties can be added, modified, or removed.</p>
<p>However, it only <em>shallowly</em> freezes the object, meaning that only <em>direct</em> properties on the object are frozen. If the property is another object, like `address` in this case, the properties on that object aren't frozen, and can be modified.</p>
<p></p>"
"q138","What's the output?","<pre><span>const</span> <span class=""pl-en"">add</span> <span>=</span> <span>x</span> <span>=></span> <span>x</span> <span>+</span> <span>x</span><span>;</span>

<span>function</span> <span class=""pl-en"">myFunc</span><span>(</span><span>num</span> <span>=</span> <span>2</span><span>,</span> <span>value</span> <span>=</span> <span class=""pl-en"">add</span><span>(</span><span>num</span><span>)</span><span>)</span> <span>{</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>num</span><span>,</span> <span>value</span><span>)</span><span>;</span>
<span>}</span>

<span class=""pl-en"">myFunc</span><span>(</span><span>)</span><span>;</span>
<span class=""pl-en"">myFunc</span><span>(</span><span>3</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`2` `4` and `3` `6`""},{""id"":""B"",""content"":""`2` `NaN` and `3` `NaN`""},{""id"":""C"",""content"":""`2` `Error` and `3` `6`""},{""id"":""D"",""content"":""`2` `4` and `3` `Error`""}]","A","<p>First, we invoked `myFunc()` without passing any arguments. Since we didn't pass arguments, `num` and `value` got their default values: num is `2`, and `value` the returned value of the function `add`. To the `add` function, we pass `num` as an argument, which had the value of `2`. `add` returns `4`, which is the value of `value`.</p>
<p>Then, we invoked `myFunc(3)` and passed the value `3` as the value for the argument `num`. We didn't pass an argument for `value`. Since we didn't pass a value for the `value` argument, it got the default value: the returned value of the `add` function. To `add`, we pass `num`, which has the value of `3`. `add` returns `6`, which is the value of `value`.</p>
<p></p>"
"q139","What's the output?","<pre><span>class</span> <span class=""pl-v"">Counter</span> <span>{</span>
  #<span>number</span> <span>=</span> <span>10</span>

  <span class=""pl-en"">increment</span><span>(</span><span>)</span> <span>{</span>
    <span>this</span><span>.</span>#<span>number</span><span>++</span>
  <span>}</span>

  <span class=""pl-en"">getNum</span><span>(</span><span>)</span> <span>{</span>
    <span>return</span> <span>this</span><span>.</span>#<span>number</span>
  <span>}</span>
<span>}</span>

<span>const</span> <span>counter</span> <span>=</span> <span>new</span> <span class=""pl-v"">Counter</span><span>(</span><span>)</span>
<span>counter</span><span>.</span><span class=""pl-en"">increment</span><span>(</span><span>)</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>counter</span><span>.</span>#<span>number</span><span>)</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`10`""},{""id"":""B"",""content"":""`11`""},{""id"":""C"",""content"":""`undefined`""},{""id"":""D"",""content"":""`SyntaxError`""}]","D","<p>In ES2020, we can add private variables in classes by using the `#`. We cannot access these variables outside of the class. When we try to log `counter.#number`, a SyntaxError gets thrown: we cannot acccess it outside the `Counter` class!</p>
<p></p>"
"q140","What's missing?","<pre><span>const</span> <span>teams</span> <span>=</span> <span>[</span>
  <span>{</span> <span>name</span>: <span class=""pl-s"">'Team 1'</span><span>,</span> <span>members</span>: <span>[</span><span class=""pl-s"">'Paul'</span><span>,</span> <span class=""pl-s"">'Lisa'</span><span>]</span> <span>}</span><span>,</span>
  <span>{</span> <span>name</span>: <span class=""pl-s"">'Team 2'</span><span>,</span> <span>members</span>: <span>[</span><span class=""pl-s"">'Laura'</span><span>,</span> <span class=""pl-s"">'Tim'</span><span>]</span> <span>}</span><span>,</span>
<span>]</span><span>;</span>

<span>function</span><span>*</span> <span>getMembers</span><span>(</span><span>members</span><span>)</span> <span>{</span>
  <span>for</span> <span>(</span><span>let</span> <span>i</span> <span>=</span> <span>0</span><span>;</span> <span>i</span> <span>&lt;</span> <span>members</span><span>.</span><span>length</span><span>;</span> <span>i</span><span>++</span><span>)</span> <span>{</span>
    <span>yield</span> <span>members</span><span>[</span><span>i</span><span>]</span><span>;</span>
  <span>}</span>
<span>}</span>

<span>function</span><span>*</span> <span>getTeams</span><span>(</span><span>teams</span><span>)</span> <span>{</span>
  <span>for</span> <span>(</span><span>let</span> <span>i</span> <span>=</span> <span>0</span><span>;</span> <span>i</span> <span>&lt;</span> <span>teams</span><span>.</span><span>length</span><span>;</span> <span>i</span><span>++</span><span>)</span> <span>{</span>
    <span class=""pl-c"">// ✨ SOMETHING IS MISSING HERE ✨</span>
  <span>}</span>
<span>}</span>

<span>const</span> <span>obj</span> <span>=</span> <span class=""pl-en"">getTeams</span><span>(</span><span>teams</span><span>)</span><span>;</span>
<span>obj</span><span>.</span><span class=""pl-en"">next</span><span>(</span><span>)</span><span>;</span> <span class=""pl-c"">// { value: ""Paul"", done: false }</span>
<span>obj</span><span>.</span><span class=""pl-en"">next</span><span>(</span><span>)</span><span>;</span> <span class=""pl-c"">// { value: ""Lisa"", done: false }</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`yield getMembers(teams[i].members)`""},{""id"":""B"",""content"":""`yield* getMembers(teams[i].members)`""},{""id"":""C"",""content"":""`return getMembers(teams[i].members)`""},{""id"":""D"",""content"":""`return yield getMembers(teams[i].members)`""}]","B","<p>In order to iterate over the `members` in each element in the `teams` array, we need to pass `teams[i].members` to the `getMembers` generator function. The generator function returns a generator object. In order to iterate over each element in this generator object, we need to use `yield*`.</p>
<p>If we would've written `yield`, `return yield`, or `return`, the entire generator function would've gotten returned the first time we called the `next` method.</p>
<p></p>"
"q141","What's the output?","<pre><span>const</span> <span>person</span> <span>=</span> <span>{</span>
  <span>name</span>: <span class=""pl-s"">'Lydia Hallie'</span><span>,</span>
  <span>hobbies</span>: <span>[</span><span class=""pl-s"">'coding'</span><span>]</span><span>,</span>
<span>}</span><span>;</span>

<span>function</span> <span class=""pl-en"">addHobby</span><span>(</span><span>hobby</span><span>,</span> <span>hobbies</span> <span>=</span> <span>person</span><span>.</span><span>hobbies</span><span>)</span> <span>{</span>
  <span>hobbies</span><span>.</span><span class=""pl-en"">push</span><span>(</span><span>hobby</span><span>)</span><span>;</span>
  <span>return</span> <span>hobbies</span><span>;</span>
<span>}</span>

<span class=""pl-en"">addHobby</span><span>(</span><span class=""pl-s"">'running'</span><span>,</span> <span>[</span><span>]</span><span>)</span><span>;</span>
<span class=""pl-en"">addHobby</span><span>(</span><span class=""pl-s"">'dancing'</span><span>)</span><span>;</span>
<span class=""pl-en"">addHobby</span><span>(</span><span class=""pl-s"">'baking'</span><span>,</span> <span>person</span><span>.</span><span>hobbies</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>person</span><span>.</span><span>hobbies</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`[\""coding\""]`""},{""id"":""B"",""content"":""`[\""coding\"", \""dancing\""]`""},{""id"":""C"",""content"":""`[\""coding\"", \""dancing\"", \""baking\""]`""},{""id"":""D"",""content"":""`[\""coding\"", \""running\"", \""dancing\"", \""baking\""]`""}]","C","<p>The `addHobby` function receives two arguments, `hobby` and `hobbies` with the default value of the `hobbies` array on the `person` object.</p>
<p>First, we invoke the `addHobby` function, and pass `""running""` as the value for `hobby` and an empty array as the value for `hobbies`. Since we pass an empty array as the value for `hobbies`, `""running""` gets added to this empty array.</p>
<p>Then, we invoke the `addHobby` function, and pass `""dancing""` as the value for `hobby`. We didn't pass a value for `hobbies`, so it gets the default value, the `hobbies` property on the `person` object. We push the hobby `dancing` to the `person.hobbies` array.</p>
<p>Last, we invoke the `addHobby` function, and pass `""baking""` as the value for `hobby`, and the `person.hobbies` array as the value for `hobbies`. We push the hobby `baking` to the `person.hobbies` array.</p>
<p>After pushing `dancing` and `baking`, the value of `person.hobbies` is `[""coding"", ""dancing"", ""baking""]`</p>
<p></p>"
"q142","What's the output?","<pre><span>class</span> <span class=""pl-v"">Bird</span> <span>{</span>
  <span class=""pl-en"">constructor</span><span>(</span><span>)</span> <span>{</span>
    <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">""I'm a bird. 🦢""</span><span>)</span><span>;</span>
  <span>}</span>
<span>}</span>

<span>class</span> <span class=""pl-v"">Flamingo</span> <span>extends</span> <span class=""pl-v"">Bird</span> <span>{</span>
  <span class=""pl-en"">constructor</span><span>(</span><span>)</span> <span>{</span>
    <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">""I'm pink. 🌸""</span><span>)</span><span>;</span>
    <span>super</span><span>(</span><span>)</span><span>;</span>
  <span>}</span>
<span>}</span>

<span>const</span> <span>pet</span> <span>=</span> <span>new</span> <span class=""pl-v"">Flamingo</span><span>(</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`I'm pink. 🌸`""},{""id"":""B"",""content"":""`I'm pink. 🌸` `I'm a bird. 🦢`""},{""id"":""C"",""content"":""`I'm a bird. 🦢` `I'm pink. 🌸`""},{""id"":""D"",""content"":""Nothing, we didn't call any method""}]","B","<p>We create the variable `pet` which is an instance of the `Flamingo` class. When we instantiate this instance, the `constructor` on `Flamingo` gets called. First, `""I'm pink. 🌸""` gets logged, after which we call `super()`. `super()` calls the constructor of the parent class, `Bird`. The constructor in `Bird` gets called, and logs `""I'm a bird. 🦢""`.</p>
<p></p>"
"q143","Which of the options result(s) in an error?","<pre><span>const</span> <span>emojis</span> <span>=</span> <span>[</span><span class=""pl-s"">'🎄'</span><span>,</span> <span class=""pl-s"">'🎅🏼'</span><span>,</span> <span class=""pl-s"">'🎁'</span><span>,</span> <span class=""pl-s"">'⭐'</span><span>]</span><span>;</span>

<span class=""pl-c"">/* 1 */</span> <span>emojis</span><span>.</span><span class=""pl-en"">push</span><span>(</span><span class=""pl-s"">'🦌'</span><span>)</span><span>;</span>
<span class=""pl-c"">/* 2 */</span> <span>emojis</span><span>.</span><span class=""pl-en"">splice</span><span>(</span><span>0</span><span>,</span> <span>2</span><span>)</span><span>;</span>
<span class=""pl-c"">/* 3 */</span> <span>emojis</span> <span>=</span> <span>[</span>...<span>emojis</span><span>,</span> <span class=""pl-s"">'🥂'</span><span>]</span><span>;</span>
<span class=""pl-c"">/* 4 */</span> <span>emojis</span><span>.</span><span>length</span> <span>=</span> <span>0</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""1""},{""id"":""B"",""content"":""1 and 2""},{""id"":""C"",""content"":""3 and 4""},{""id"":""D"",""content"":""3""}]","D","<p>The `const` keyword simply means we cannot <em>redeclare</em> the value of that variable, it's <em>read-only</em>. However, the value itself isn't immutable. The properties on the `emojis` array can be modified, for example by pushing new values, splicing them, or setting the length of the array to 0.</p>
<p></p>"
